,tweet,labels
2831,chasemanhatttan becom retard,Offensive language
2832,checha gone nigguh,Hate speech
2833,checkmylingo kingpinterror ima get everi time throw trash away realli belong ,Neither hate speech nor offensive language
2834,greyyygoos faaaaggggottttt speak blond hair confus your hypocrit cuz your faggot,Hate speech
2835,chefboyrnach vegeta super hoe snack goni someth fierc buu saga wow,Offensive language
2836,cheyennedoan caus hes faggot,Offensive language
2837,dunleavi cracker ass honki,Offensive language
2838,chickencoleman mccoy wasnt trash that td,Neither hate speech nor offensive language
2839,chiefkeef fucc droppin song yu gon drop mixtap nicca,Offensive language
2840,damn thot block ur fuzzi butt virleehol waynebogda ,Offensive language
2841,chink that better rug rat run around yah crib girl enjoy life lol,Neither hate speech nor offensive language
2842,shut chink,Hate speech
2843,chokmahmakob ok billi goat hair hillbilli,Offensive language
2844,chokmahmakob said good bye dumb bitch snd said okwhat white devilsi noth vampir lover blood,Offensive language
2845,chrisheben motherfuckin bullshit slingin son whore disgrac vet ur crap go pussi land u belong,Offensive language
2846,chrismcdowel dont bitch,Offensive language
2847,chrismcdowel pussi ass nigga,Offensive language
2848,chrispowellswag cblaze dawson nicki hickman delet fake account stop bitch,Offensive language
2849,thorsyndirgard peta right pussi,Offensive language
2850,chrissfmori gun sale skyrocket gun crime fallen sharplyani claim contrari use fuzzi math,Neither hate speech nor offensive language
2851,christrondsen band would rather drink squirrel pee johnni depp wig charli chocol factori,Neither hate speech nor offensive language
2852,chrisanzueto call someon faggot say kill pathet human fuck disgrac,Hate speech
2853,christianesem dont know talk retard faggot,Hate speech
2854,christymack fug bitch john dump ur ratchet ass,Offensive language
2855,christymack ugli flat chest prude ass white bitch,Offensive language
2856,chrisworldpeac guess make us black doubl nigger huh,Offensive language
2857,chykalet naw u retard kinfolk lol,Offensive language
2858,cinwick call sweet baboo ho,Offensive language
2859,ciscoallday btw dont ever bring past hoe wit yo ol ladi took l hs tryna semi honest smh,Offensive language
2860,ciscoallday hoe know dude hit kim hoe week,Offensive language
2861,citygirlmo  rememb play plaquemin amp kept call whole team gay amp lydia said ill turn hoe fwm ,Offensive language
2862,wasnt say yes kannon ghetto know like u look dumb,Neither hate speech nor offensive language
2863,clicquotsuav would dead upper cut bitch,Offensive language
2864,clicquotsuav maa mermaid sharkett pussi,Offensive language
2865,clicquotsuav nigga pussi smell like,Offensive language
2866,clicquotsuav new nip drop today rii,Neither hate speech nor offensive language
2867,clutchact cmon pussi,Offensive language
2868,true miss yall man yall brother mikey start chink lmfao,Hate speech
2869,cogitoergobibo pensk run nascar yellow there sponsor alreadi wouldmakealottasens,Neither hate speech nor offensive language
2870,cokamoschiach defens trash hes rock jesus soto karass diego chave,Neither hate speech nor offensive language
2871,cokefuckedyou im bitch insomnia shit bed sinc midnight,Offensive language
2872,waco ghetto hahaha wait til go pick nat austin tomorrow,Neither hate speech nor offensive language
2873,someon sent month ago bitch,Offensive language
2874,coleyce campaignpapi theycallmeshay lmaooo coley whammm add swerve bitch,Offensive language
2875,coleyce xpricelesslmaoo bitch dat low blow,Offensive language
2876,coleyce bitch dat yo sahara desert ass,Offensive language
2877,coleyce bitch look white u,Offensive language
2878,coleyce bitch kill yo self,Offensive language
2879,coleyce bitch stop takin shit ooo hate u u dumb bitch,Offensive language
2880,coleyce bitch watch tf u moos meat,Offensive language
2881,coleyce didnt say thought u told delet delet bitch,Offensive language
2882,coleyce fuck u u dumb ass bitch hoe,Offensive language
2883,coleyce lol bitch u forcin glass water bitch u lil thirsti puss thang,Offensive language
2884,coleyce bad bitch ayee ,Offensive language
2885,coleyce yes bitch realiz dat,Offensive language
2886,collinbrennan damn son mayb didnt know ya piec tryna get pussi breh,Offensive language
2887,commongaytweet nigga byeeeee lmfao ill dam fag stole girl,Offensive language
2888,complexmag didnt know whitetear blue yellow lessonoftheday,Neither hate speech nor offensive language
2889,conmanbo lastgreatstandand major leagu bitch,Offensive language
2890,conanobrien dat one ugli anim da monkey ador,Neither hate speech nor offensive language
2891,conradmlg im goin expect get slept faggot,Offensive language
2892,coolstoryisaac hahaha thank bitch ,Offensive language
2893,coolstoryisaac thisti hoe,Offensive language
2894,bitch phone gonna die serious got hot pocket,Offensive language
2895,coreyroyalti hoe,Offensive language
2896,damn bro trash lol,Offensive language
2897,coronadior found u fuck cock hard love drip pussi,Offensive language
2898,god wrote em think coon,Offensive language
2899,hell idk pussi better golden,Offensive language
2900,lmaoooo aye peopl person know lil rico got hoe hahaha,Offensive language
2901,countryredbell thought youd get hint know your fake cunt delet fake account,Offensive language
2902,crackerjhak your fag,Hate speech
2903,crackerboyi hoe realli,Offensive language
2904,creolebabybritt blurbett thepbg guy think slang around bitch without offens appar,Offensive language
2905,creolebabybritt dont make draw like one franch bitch heffa,Offensive language
2906,miss tupac rap off hillbilli,Neither hate speech nor offensive language
2907,crowefashow caus load pussi get right,Offensive language
2908,cruzanchokl look yellow fever,Neither hate speech nor offensive language
2909,cryystalina cuz peopl work bitch shit talker yeah dude need girl night ,Offensive language
2910,cryystalina haha yes niggah yesterday night idk man hit night like around morn didnt go sleep till like ,Offensive language
2911,see bro pussi chang ,Offensive language
2912,wetback ,Hate speech
2913,yeah bitch hit get friend zone brodi ,Offensive language
2914,yeah right pussi ,Offensive language
2915,elchavaloko cafebabybul hes cheat wetback,Offensive language
2916,saucygyro coffeemanelliot call kidd pussi someth,Offensive language
2917,couldnt find regular one faggot,Offensive language
2918,cuckoldcock molotovhowdi like yo page want make da lovin white girl wit color man watchin pullin weeni,Offensive language
2919,cuffnoslut cdfu bitch fri,Offensive language
2920,cuner make pussi make stupid internet threat your child idk probabl deserv,Offensive language
2921,cutecioth xoshelbi go buy bitch,Offensive language
2922,cuteemerg shown tini kitten dumb fuck cunt,Offensive language
2923,cyberobama ereiev plot twist faggot,Offensive language
2924,brother tf negro,Offensive language
2925,devinthedud readi make stat test bitch,Offensive language
2926,dhsjournal run cp communiti local cop treat ppl like trash hate make ppl think wast,Neither hate speech nor offensive language
2927,directv show yanke game arizona promo washington huski game bet dish would want busi,Neither hate speech nor offensive language
2928,djsuggablack peopl shit get shot like peopl hate dodg bullet karma bitch,Offensive language
2929,djworkmann bigmoneynique mane yall nicca crazi af wiz old shit got nicca bitin style n errthan,Offensive language
2930,ggg g chatt nicca love doin dat brah,Offensive language
2931,ggg lol hell ya dey think nicca der roadrunnin,Offensive language
2932,bitch yu safe ,Offensive language
2933,drslaten view hacker level shoplift  bitch slap lake held drown harsh yeah hate,Offensive language
2934,dsarrog hgshit bet pull leas bitch ,Offensive language
2935,justdavilaa look ur avi u fag,Offensive language
2936,inwardforfun bitch denni,Offensive language
2937,bitch dont b hypocrit,Offensive language
2938,cuz gunna smoke u today u bitch tho,Offensive language
2939,see that gill green bitch ass didnt help get school either yall still tournament,Offensive language
2940,theonemissluu niggah though daniel lol,Offensive language
2941,poop  see im go ghetto talk wtf,Offensive language
2942,dadamnbon im finna dm pic bruh hoe funni,Offensive language
2943,dajetlyf nicca,Offensive language
2944,dajetlyf yall nicca spark,Offensive language
2945,darealalexinla se wasnt train gook boy doe,Neither hate speech nor offensive language
2946,darealalexinla woodyafc nig fun watch got admit ebola boy speak broken spanish lol,Hate speech
2947,daaboyrel sluttyboykush keemescobar bitch,Offensive language
2948,dallyjackson im hoe,Offensive language
2949,daltonryann parkati guess dumb bitch need drink time place fuck someon haha,Offensive language
2950,daltonryann lay bed bout pass gonna bitch,Offensive language
2951,damianhuffak haha kiddin ya get fag taylerhatesyou come well go fishin shit,Offensive language
2952,damianhuffak your trash,Neither hate speech nor offensive language
2953,damiergenesi pull bulbasuar know im bout make yo girl pussi sore,Offensive language
2954,damonethedon bitch got blood dat hang la,Offensive language
2955,damontda natemurdoch oandapest fuck lil bitch prolli gotta lil dick,Offensive language
2956,gotta keep bitch check,Offensive language
2957,danwolken idiot opinion like make poll less trash poll werent problem peopl integr vote,Neither hate speech nor offensive language
2958,dangitstiff look like fuck shrek bitch,Hate speech
2959,danicim choke bread bitch,Offensive language
2960,danieldavidle xoxoshima ya girl slimi ass hoe get control tell stop spray bullshit mouth day,Offensive language
2961,hell na  hes honki brah,Offensive language
2962,danielsizelov conradmlg get cunt,Hate speech
2963,danielsizelov pussi,Offensive language
2964,daniellaparella wuz make general statement ive never call u bitch,Offensive language
2965,mtzzz hes still pogu though,Neither hate speech nor offensive language
2966,dannycavanaghavail onlin soon didnt enough get anathema merch cracker need u,Neither hate speech nor offensive language
2967,daretnzr know hoe aint right,Offensive language
2968,dariendaywalt bitch shut fuck goddam slut bitch whore nigga,Hate speech
2969,darienbabyxoxo jk id fuck dog fuck fish pussi,Hate speech
2970,darienbabyxoxo ya cant real account dumb bitch go wam fuck bitch,Offensive language
2971,darkliquanigga nigga grow ball concentr pussi,Offensive language
2972,show fairi block hajihuntingpat paulsmitheringa jewjitsugrl ,Neither hate speech nor offensive language
2973,xcntrik religul chrispyosh rather believ man definit good u mock,Neither hate speech nor offensive language
2974,darthmaxwel dude piss look fuck die least im yoke ,Offensive language
2975,darthsnuff id sell anyth peopl will buy high prostitut think pussi sell,Offensive language
2976,datboyrayt support lesbian support faggot there differ,Hate speech
2977,datboyrayt bitch ass nigga rico ,Offensive language
2978,daveswerv awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy,Offensive language
2979,daveswerv boy look like slave hoe,Offensive language
2980,daveswerv lmaoooo middl school knock pussi earring shirt french toast,Offensive language
2981,davethegaybabi problem rememb quirk real bitch,Offensive language
2982,davethewave giant trashtheir time,Neither hate speech nor offensive language
2983,come hoe,Offensive language
2984,perfect smoke weather haha bro aint even hood yet alreadi got hoe tri say town,Offensive language
